,State,Management,Year,Specialisation,Seats,censuscode,ST_CEN_CD,UG_PG,st_new
4391,MADHYA PRADESH,Private,2018.0,ENT,8.0,465.0,20.0,PG,Madhya Pradesh
4392,MAHARASHTRA,Private,2018.0,ENT,33.0,522.0,21.0,PG,Maharashtra
4393,ODISHA,Private,2018.0,ENT,8.0,384.0,26.0,PG,Odisha
4394,PUDUCHERRY,Private,2018.0,ENT,13.0,636.0,27.0,PG,Puducherry
4395,PUNJAB,Private,2018.0,ENT,6.0,49.0,28.0,PG,Punjab
4396,RAJASTHAN,Private,2018.0,ENT,8.0,119.0,29.0,PG,Rajasthan
4397,SIKKIM,Private,2018.0,ENT,2.0,244.0,30.0,PG,Sikkim
4398,TAMIL NADU,Private,2018.0,ENT,30.0,616.0,31.0,PG,Tamil Nadu
4399,TELANGANA,Private,2018.0,ENT,19.0,532.0,32.0,PG,Telangana
4400,TRIPURA,Private,2018.0,ENT,1.0,291.0,33.0,PG,Tripura
4401,UTTAR PRADESH,Private,2018.0,ENT,20.0,146.0,34.0,PG,Uttar Pradesh
4402,UTTARAKHAND,Private,2018.0,ENT,3.0,64.0,35.0,PG,Uttarakhand
4403,WEST BENGAL,Private,2018.0,ENT,3.0,339.0,36.0,PG,West Bengal
4404,ANDAMAN & NICOBAR ISLAND,Public,2018.0,ENT,0.0,638.0,1.0,PG,Andaman & Nicobar Island
4405,ANDHRA PRADESH,Public,2018.0,ENT,24.0,553.0,2.0,PG,Andhra Pradesh
4406,ASSAM,Public,2018.0,ENT,12.0,324.0,4.0,PG,Assam
4407,BIHAR,Public,2018.0,ENT,14.0,209.0,5.0,PG,Bihar
4408,CHANDIGARH,Public,2018.0,ENT,13.0,55.0,6.0,PG,Chandigarh
4409,CHHATTISGARH,Public,2018.0,ENT,2.0,414.0,7.0,PG,Chhattisgarh
4410,NCT OF DELHI,Public,2018.0,ENT,47.0,95.0,10.0,PG,NCT of Delhi
4411,GOA,Public,2018.0,ENT,4.0,585.0,11.0,PG,Goa
4412,GUJARAT,Public,2018.0,ENT,39.0,474.0,12.0,PG,Gujarat
4413,HARYANA,Public,2018.0,ENT,5.0,70.0,13.0,PG,Haryana
4414,HIMACHAL PRADESH,Public,2018.0,ENT,8.0,30.0,14.0,PG,Himachal Pradesh
4415,JAMMU & KASHMIR,Public,2018.0,ENT,17.0,14.0,15.0,PG,Jammu & Kashmir
4416,JHARKHAND,Public,2018.0,ENT,5.0,355.0,16.0,PG,Jharkhand
4417,KARNATAKA,Public,2018.0,ENT,33.0,556.0,17.0,PG,Karnataka
4418,KERALA,Public,2018.0,ENT,16.0,598.0,18.0,PG,Kerala
4419,MADHYA PRADESH,Public,2018.0,ENT,14.0,465.0,20.0,PG,Madhya Pradesh
4420,MAHARASHTRA,Public,2018.0,ENT,51.0,522.0,21.0,PG,Maharashtra
4421,MANIPUR,Public,2018.0,ENT,8.0,275.0,22.0,PG,Manipur
4422,MEGHALAYA,Public,2018.0,ENT,0.0,294.0,23.0,PG,Meghalaya
4423,ODISHA,Public,2018.0,ENT,11.0,384.0,26.0,PG,Odisha
4424,PUDUCHERRY,Public,2018.0,ENT,6.0,636.0,27.0,PG,Puducherry
4425,PUNJAB,Public,2018.0,ENT,19.0,49.0,28.0,PG,Punjab
4426,RAJASTHAN,Public,2018.0,ENT,27.0,119.0,29.0,PG,Rajasthan
4427,TAMIL NADU,Public,2018.0,ENT,31.0,616.0,31.0,PG,Tamil Nadu
4428,TELANGANA,Public,2018.0,ENT,19.0,532.0,32.0,PG,Telangana
4429,TRIPURA,Public,2018.0,ENT,2.0,291.0,33.0,PG,Tripura
4430,UTTAR PRADESH,Public,2018.0,ENT,31.0,146.0,34.0,PG,Uttar Pradesh
4431,UTTARAKHAND,Public,2018.0,ENT,4.0,64.0,35.0,PG,Uttarakhand
4432,WEST BENGAL,Public,2018.0,ENT,31.0,339.0,36.0,PG,West Bengal
4433,ASSAM,Both,2001.0,ENT,8.0,324.0,4.0,PG,Assam
4434,BIHAR,Both,2001.0,ENT,10.0,209.0,5.0,PG,Bihar
4435,CHANDIGARH,Both,2001.0,ENT,0.0,55.0,6.0,PG,Chandigarh
4436,CHHATTISGARH,Both,2001.0,ENT,0.0,414.0,7.0,PG,Chhattisgarh
4437,GOA,Both,2001.0,ENT,0.0,585.0,11.0,PG,Goa
4438,GUJARAT,Both,2001.0,ENT,5.0,474.0,12.0,PG,Gujarat
4439,HARYANA,Both,2001.0,ENT,4.0,70.0,13.0,PG,Haryana
4440,HIMACHAL PRADESH,Both,2001.0,ENT,2.0,30.0,14.0,PG,Himachal Pradesh
4441,JAMMU & KASHMIR,Both,2001.0,ENT,10.0,14.0,15.0,PG,Jammu & Kashmir
4442,JHARKHAND,Both,2001.0,ENT,0.0,355.0,16.0,PG,Jharkhand
4443,KARNATAKA,Both,2001.0,ENT,44.0,556.0,17.0,PG,Karnataka
4444,KERALA,Both,2001.0,ENT,8.0,598.0,18.0,PG,Kerala
4445,MADHYA PRADESH,Both,2001.0,ENT,19.0,465.0,20.0,PG,Madhya Pradesh
4446,MAHARASHTRA,Both,2001.0,ENT,35.0,522.0,21.0,PG,Maharashtra
4447,MANIPUR,Both,2001.0,ENT,7.0,275.0,22.0,PG,Manipur
4448,MEGHALAYA,Both,2001.0,ENT,0.0,294.0,23.0,PG,Meghalaya
4449,NCT OF DELHI,Both,2001.0,ENT,30.0,95.0,10.0,PG,NCT of Delhi
4450,ODISHA,Both,2001.0,ENT,2.0,384.0,26.0,PG,Odisha
4451,PUDUCHERRY,Both,2001.0,ENT,0.0,636.0,27.0,PG,Puducherry
4452,PUNJAB,Both,2001.0,ENT,14.0,49.0,28.0,PG,Punjab
4453,RAJASTHAN,Both,2001.0,ENT,18.0,119.0,29.0,PG,Rajasthan
4454,SIKKIM,Both,2001.0,ENT,0.0,244.0,30.0,PG,Sikkim
4455,TAMIL NADU,Both,2001.0,ENT,13.0,616.0,31.0,PG,Tamil Nadu
4456,UTTAR PRADESH,Both,2001.0,ENT,18.0,146.0,34.0,PG,Uttar Pradesh
4457,UTTARAKHAND,Both,2001.0,ENT,2.0,64.0,35.0,PG,Uttarakhand
4458,WEST BENGAL,Both,2001.0,ENT,9.0,339.0,36.0,PG,West Bengal
4459,ANDAMAN & NICOBAR ISLAND,Both,2018.0,ENT,0.0,638.0,1.0,PG,Andaman & Nicobar Island
4460,ANDHRA PRADESH,Both,2018.0,ENT,48.0,553.0,2.0,PG,Andhra Pradesh
4461,ASSAM,Both,2018.0,ENT,12.0,324.0,4.0,PG,Assam
4462,BIHAR,Both,2018.0,ENT,21.0,209.0,5.0,PG,Bihar
4463,CHANDIGARH,Both,2018.0,ENT,13.0,55.0,6.0,PG,Chandigarh
4464,CHHATTISGARH,Both,2018.0,ENT,2.0,414.0,7.0,PG,Chhattisgarh
4465,GOA,Both,2018.0,ENT,4.0,585.0,11.0,PG,Goa
4466,GUJARAT,Both,2018.0,ENT,45.0,474.0,12.0,PG,Gujarat
4467,HARYANA,Both,2018.0,ENT,11.0,70.0,13.0,PG,Haryana
4468,HIMACHAL PRADESH,Both,2018.0,ENT,8.0,30.0,14.0,PG,Himachal Pradesh
4469,JAMMU & KASHMIR,Both,2018.0,ENT,17.0,14.0,15.0,PG,Jammu & Kashmir
4470,JHARKHAND,Both,2018.0,ENT,5.0,355.0,16.0,PG,Jharkhand
4471,KARNATAKA,Both,2018.0,ENT,110.0,556.0,17.0,PG,Karnataka
4472,KERALA,Both,2018.0,ENT,32.0,598.0,18.0,PG,Kerala
4473,MADHYA PRADESH,Both,2018.0,ENT,22.0,465.0,20.0,PG,Madhya Pradesh
4474,MAHARASHTRA,Both,2018.0,ENT,84.0,522.0,21.0,PG,Maharashtra
4475,MANIPUR,Both,2018.0,ENT,8.0,275.0,22.0,PG,Manipur
4476,MEGHALAYA,Both,2018.0,ENT,0.0,294.0,23.0,PG,Meghalaya
4477,NCT OF DELHI,Both,2018.0,ENT,47.0,95.0,10.0,PG,NCT of Delhi
4478,ODISHA,Both,2018.0,ENT,19.0,384.0,26.0,PG,Odisha
4479,PUDUCHERRY,Both,2018.0,ENT,19.0,636.0,27.0,PG,Puducherry
4480,PUNJAB,Both,2018.0,ENT,25.0,49.0,28.0,PG,Punjab
4481,RAJASTHAN,Both,2018.0,ENT,35.0,119.0,29.0,PG,Rajasthan
4482,SIKKIM,Both,2018.0,ENT,2.0,244.0,30.0,PG,Sikkim
4483,TAMIL NADU,Both,2018.0,ENT,61.0,616.0,31.0,PG,Tamil Nadu
4484,TELANGANA,Both,2018.0,ENT,38.0,532.0,32.0,PG,Telangana
4485,TRIPURA,Both,2018.0,ENT,3.0,291.0,33.0,PG,Tripura
4486,UTTAR PRADESH,Both,2018.0,ENT,51.0,146.0,34.0,PG,Uttar Pradesh
4487,UTTARAKHAND,Both,2018.0,ENT,7.0,64.0,35.0,PG,Uttarakhand
4488,WEST BENGAL,Both,2018.0,ENT,34.0,339.0,36.0,PG,West Bengal
4489,ANDHRA PRADESH,Private,2001.0,ENT,0.0,553.0,2.0,PG,Andhra Pradesh
4490,TELANGANA,Private,2001.0,ENT,0.0,,,PG,Telangana
4491,ANDHRA PRADESH,Public,2001.0,ENT,20.0,553.0,2.0,PG,Andhra Pradesh
4492,TELANGANA,Public,2001.0,ENT,20.0,,,PG,Telangana
4493,ANDHRA PRADESH,Both,2001.0,ENT,20.0,553.0,2.0,PG,Andhra Pradesh
4494,TELANGANA,Both,2001.0,ENT,20.0,,,PG,Telangana
4495,GUJARAT,Private,2001.0,Geriatrics,0.0,474.0,12.0,PG,Gujarat
4496,HARYANA,Private,2001.0,Geriatrics,0.0,70.0,13.0,PG,Haryana
4497,JAMMU & KASHMIR,Private,2001.0,Geriatrics,0.0,14.0,15.0,PG,Jammu & Kashmir
4498,KARNATAKA,Private,2001.0,Geriatrics,0.0,556.0,17.0,PG,Karnataka
4499,KERALA,Private,2001.0,Geriatrics,0.0,598.0,18.0,PG,Kerala
4500,MADHYA PRADESH,Private,2001.0,Geriatrics,0.0,465.0,20.0,PG,Madhya Pradesh
4501,MAHARASHTRA,Private,2001.0,Geriatrics,0.0,522.0,21.0,PG,Maharashtra
4502,ODISHA,Private,2001.0,Geriatrics,0.0,384.0,26.0,PG,Odisha
4503,PUDUCHERRY,Private,2001.0,Geriatrics,0.0,636.0,27.0,PG,Puducherry
4504,PUNJAB,Private,2001.0,Geriatrics,0.0,49.0,28.0,PG,Punjab
4505,RAJASTHAN,Private,2001.0,Geriatrics,0.0,119.0,29.0,PG,Rajasthan
4506,SIKKIM,Private,2001.0,Geriatrics,0.0,244.0,30.0,PG,Sikkim
4507,TAMIL NADU,Private,2001.0,Geriatrics,0.0,616.0,31.0,PG,Tamil Nadu
4508,UTTAR PRADESH,Private,2001.0,Geriatrics,0.0,146.0,34.0,PG,Uttar Pradesh
4509,UTTARAKHAND,Private,2001.0,Geriatrics,0.0,64.0,35.0,PG,Uttarakhand
4510,WEST BENGAL,Private,2001.0,Geriatrics,0.0,339.0,36.0,PG,West Bengal
4511,ASSAM,Public,2001.0,Geriatrics,0.0,324.0,4.0,PG,Assam
4512,BIHAR,Public,2001.0,Geriatrics,0.0,209.0,5.0,PG,Bihar
4513,CHANDIGARH,Public,2001.0,Geriatrics,0.0,55.0,6.0,PG,Chandigarh
4514,CHHATTISGARH,Public,2001.0,Geriatrics,0.0,414.0,7.0,PG,Chhattisgarh
4515,NCT OF DELHI,Public,2001.0,Geriatrics,15.0,95.0,10.0,PG,NCT of Delhi
4516,GOA,Public,2001.0,Geriatrics,0.0,585.0,11.0,PG,Goa
4517,GUJARAT,Public,2001.0,Geriatrics,0.0,474.0,12.0,PG,Gujarat
4518,HARYANA,Public,2001.0,Geriatrics,0.0,70.0,13.0,PG,Haryana
4519,HIMACHAL PRADESH,Public,2001.0,Geriatrics,0.0,30.0,14.0,PG,Himachal Pradesh
4520,JAMMU & KASHMIR,Public,2001.0,Geriatrics,0.0,14.0,15.0,PG,Jammu & Kashmir
4521,JHARKHAND,Public,2001.0,Geriatrics,0.0,355.0,16.0,PG,Jharkhand
4522,KARNATAKA,Public,2001.0,Geriatrics,2.0,556.0,17.0,PG,Karnataka
4523,KERALA,Public,2001.0,Geriatrics,0.0,598.0,18.0,PG,Kerala
4524,MADHYA PRADESH,Public,2001.0,Geriatrics,0.0,465.0,20.0,PG,Madhya Pradesh
4525,MAHARASHTRA,Public,2001.0,Geriatrics,0.0,522.0,21.0,PG,Maharashtra
4526,MANIPUR,Public,2001.0,Geriatrics,0.0,275.0,22.0,PG,Manipur
4527,MEGHALAYA,Public,2001.0,Geriatrics,0.0,294.0,23.0,PG,Meghalaya
4528,ODISHA,Public,2001.0,Geriatrics,0.0,384.0,26.0,PG,Odisha
4529,PUDUCHERRY,Public,2001.0,Geriatrics,0.0,636.0,27.0,PG,Puducherry
4530,PUNJAB,Public,2001.0,Geriatrics,0.0,49.0,28.0,PG,Punjab
4531,RAJASTHAN,Public,2001.0,Geriatrics,0.0,119.0,29.0,PG,Rajasthan
4532,TAMIL NADU,Public,2001.0,Geriatrics,0.0,616.0,31.0,PG,Tamil Nadu
4533,UTTAR PRADESH,Public,2001.0,Geriatrics,0.0,146.0,34.0,PG,Uttar Pradesh
4534,UTTARAKHAND,Public,2001.0,Geriatrics,0.0,64.0,35.0,PG,Uttarakhand
4535,WEST BENGAL,Public,2001.0,Geriatrics,0.0,339.0,36.0,PG,West Bengal
4536,ANDHRA PRADESH,Private,2018.0,Geriatrics,0.0,553.0,2.0,PG,Andhra Pradesh
4537,BIHAR,Private,2018.0,Geriatrics,0.0,209.0,5.0,PG,Bihar
4538,CHHATTISGARH,Private,2018.0,Geriatrics,0.0,414.0,7.0,PG,Chhattisgarh
4539,NCT OF DELHI,Private,2018.0,Geriatrics,0.0,95.0,10.0,PG,NCT of Delhi
4540,GUJARAT,Private,2018.0,Geriatrics,0.0,474.0,12.0,PG,Gujarat
4541,HARYANA,Private,2018.0,Geriatrics,0.0,70.0,13.0,PG,Haryana
4542,HIMACHAL PRADESH,Private,2018.0,Geriatrics,0.0,30.0,14.0,PG,Himachal Pradesh
4543,JAMMU & KASHMIR,Private,2018.0,Geriatrics,0.0,14.0,15.0,PG,Jammu & Kashmir
4544,KARNATAKA,Private,2018.0,Geriatrics,0.0,556.0,17.0,PG,Karnataka
4545,KERALA,Private,2018.0,Geriatrics,1.0,598.0,18.0,PG,Kerala
4546,MADHYA PRADESH,Private,2018.0,Geriatrics,0.0,465.0,20.0,PG,Madhya Pradesh
4547,MAHARASHTRA,Private,2018.0,Geriatrics,2.0,522.0,21.0,PG,Maharashtra
4548,ODISHA,Private,2018.0,Geriatrics,0.0,384.0,26.0,PG,Odisha
4549,PUDUCHERRY,Private,2018.0,Geriatrics,0.0,636.0,27.0,PG,Puducherry
4550,PUNJAB,Private,2018.0,Geriatrics,0.0,49.0,28.0,PG,Punjab
4551,RAJASTHAN,Private,2018.0,Geriatrics,0.0,119.0,29.0,PG,Rajasthan
4552,SIKKIM,Private,2018.0,Geriatrics,0.0,244.0,30.0,PG,Sikkim
4553,TAMIL NADU,Private,2018.0,Geriatrics,3.0,616.0,31.0,PG,Tamil Nadu
4554,TELANGANA,Private,2018.0,Geriatrics,0.0,532.0,32.0,PG,Telangana
4555,TRIPURA,Private,2018.0,Geriatrics,0.0,291.0,33.0,PG,Tripura
4556,UTTAR PRADESH,Private,2018.0,Geriatrics,0.0,146.0,34.0,PG,Uttar Pradesh
4557,UTTARAKHAND,Private,2018.0,Geriatrics,0.0,64.0,35.0,PG,Uttarakhand
4558,WEST BENGAL,Private,2018.0,Geriatrics,0.0,339.0,36.0,PG,West Bengal
4559,ANDAMAN & NICOBAR ISLAND,Public,2018.0,Geriatrics,0.0,638.0,1.0,PG,Andaman & Nicobar Island
4560,ANDHRA PRADESH,Public,2018.0,Geriatrics,0.0,553.0,2.0,PG,Andhra Pradesh
4561,ASSAM,Public,2018.0,Geriatrics,0.0,324.0,4.0,PG,Assam
4562,BIHAR,Public,2018.0,Geriatrics,0.0,209.0,5.0,PG,Bihar
4563,CHANDIGARH,Public,2018.0,Geriatrics,0.0,55.0,6.0,PG,Chandigarh
4564,CHHATTISGARH,Public,2018.0,Geriatrics,0.0,414.0,7.0,PG,Chhattisgarh
4565,NCT OF DELHI,Public,2018.0,Geriatrics,15.0,95.0,10.0,PG,NCT of Delhi
4566,GOA,Public,2018.0,Geriatrics,0.0,585.0,11.0,PG,Goa
4567,GUJARAT,Public,2018.0,Geriatrics,0.0,474.0,12.0,PG,Gujarat
4568,HARYANA,Public,2018.0,Geriatrics,0.0,70.0,13.0,PG,Haryana
4569,HIMACHAL PRADESH,Public,2018.0,Geriatrics,0.0,30.0,14.0,PG,Himachal Pradesh
4570,JAMMU & KASHMIR,Public,2018.0,Geriatrics,0.0,14.0,15.0,PG,Jammu & Kashmir
4571,JHARKHAND,Public,2018.0,Geriatrics,0.0,355.0,16.0,PG,Jharkhand
4572,KARNATAKA,Public,2018.0,Geriatrics,6.0,556.0,17.0,PG,Karnataka
4573,KERALA,Public,2018.0,Geriatrics,0.0,598.0,18.0,PG,Kerala
4574,MADHYA PRADESH,Public,2018.0,Geriatrics,0.0,465.0,20.0,PG,Madhya Pradesh
4575,MAHARASHTRA,Public,2018.0,Geriatrics,3.0,522.0,21.0,PG,Maharashtra
4576,MANIPUR,Public,2018.0,Geriatrics,0.0,275.0,22.0,PG,Manipur
4577,MEGHALAYA,Public,2018.0,Geriatrics,0.0,294.0,23.0,PG,Meghalaya
4578,ODISHA,Public,2018.0,Geriatrics,0.0,384.0,26.0,PG,Odisha
4579,PUDUCHERRY,Public,2018.0,Geriatrics,0.0,636.0,27.0,PG,Puducherry
4580,PUNJAB,Public,2018.0,Geriatrics,0.0,49.0,28.0,PG,Punjab
4581,RAJASTHAN,Public,2018.0,Geriatrics,0.0,119.0,29.0,PG,Rajasthan
4582,TAMIL NADU,Public,2018.0,Geriatrics,3.0,616.0,31.0,PG,Tamil Nadu
4583,TELANGANA,Public,2018.0,Geriatrics,0.0,532.0,32.0,PG,Telangana
4584,TRIPURA,Public,2018.0,Geriatrics,0.0,291.0,33.0,PG,Tripura
4585,UTTAR PRADESH,Public,2018.0,Geriatrics,1.0,146.0,34.0,PG,Uttar Pradesh
4586,UTTARAKHAND,Public,2018.0,Geriatrics,0.0,64.0,35.0,PG,Uttarakhand
4587,WEST BENGAL,Public,2018.0,Geriatrics,0.0,339.0,36.0,PG,West Bengal
4588,ASSAM,Both,2001.0,Geriatrics,0.0,324.0,4.0,PG,Assam
4589,BIHAR,Both,2001.0,Geriatrics,0.0,209.0,5.0,PG,Bihar
4590,CHANDIGARH,Both,2001.0,Geriatrics,0.0,55.0,6.0,PG,Chandigarh
4591,CHHATTISGARH,Both,2001.0,Geriatrics,0.0,414.0,7.0,PG,Chhattisgarh
4592,GOA,Both,2001.0,Geriatrics,0.0,585.0,11.0,PG,Goa
4593,GUJARAT,Both,2001.0,Geriatrics,0.0,474.0,12.0,PG,Gujarat
4594,HARYANA,Both,2001.0,Geriatrics,0.0,70.0,13.0,PG,Haryana
4595,HIMACHAL PRADESH,Both,2001.0,Geriatrics,0.0,30.0,14.0,PG,Himachal Pradesh
4596,JAMMU & KASHMIR,Both,2001.0,Geriatrics,0.0,14.0,15.0,PG,Jammu & Kashmir
4597,JHARKHAND,Both,2001.0,Geriatrics,0.0,355.0,16.0,PG,Jharkhand
4598,KARNATAKA,Both,2001.0,Geriatrics,2.0,556.0,17.0,PG,Karnataka
4599,KERALA,Both,2001.0,Geriatrics,0.0,598.0,18.0,PG,Kerala
4600,MADHYA PRADESH,Both,2001.0,Geriatrics,0.0,465.0,20.0,PG,Madhya Pradesh
4601,MAHARASHTRA,Both,2001.0,Geriatrics,0.0,522.0,21.0,PG,Maharashtra
4602,MANIPUR,Both,2001.0,Geriatrics,0.0,275.0,22.0,PG,Manipur
4603,MEGHALAYA,Both,2001.0,Geriatrics,0.0,294.0,23.0,PG,Meghalaya
4604,NCT OF DELHI,Both,2001.0,Geriatrics,15.0,95.0,10.0,PG,NCT of Delhi
4605,ODISHA,Both,2001.0,Geriatrics,0.0,384.0,26.0,PG,Odisha
4606,PUDUCHERRY,Both,2001.0,Geriatrics,0.0,636.0,27.0,PG,Puducherry
4607,PUNJAB,Both,2001.0,Geriatrics,0.0,49.0,28.0,PG,Punjab
4608,RAJASTHAN,Both,2001.0,Geriatrics,0.0,119.0,29.0,PG,Rajasthan
4609,SIKKIM,Both,2001.0,Geriatrics,0.0,244.0,30.0,PG,Sikkim
4610,TAMIL NADU,Both,2001.0,Geriatrics,0.0,616.0,31.0,PG,Tamil Nadu
4611,UTTAR PRADESH,Both,2001.0,Geriatrics,0.0,146.0,34.0,PG,Uttar Pradesh
4612,UTTARAKHAND,Both,2001.0,Geriatrics,0.0,64.0,35.0,PG,Uttarakhand
4613,WEST BENGAL,Both,2001.0,Geriatrics,0.0,339.0,36.0,PG,West Bengal
4614,ANDAMAN & NICOBAR ISLAND,Both,2018.0,Geriatrics,0.0,638.0,1.0,PG,Andaman & Nicobar Island
4615,ANDHRA PRADESH,Both,2018.0,Geriatrics,0.0,553.0,2.0,PG,Andhra Pradesh
4616,ASSAM,Both,2018.0,Geriatrics,0.0,324.0,4.0,PG,Assam
4617,BIHAR,Both,2018.0,Geriatrics,0.0,209.0,5.0,PG,Bihar
4618,CHANDIGARH,Both,2018.0,Geriatrics,0.0,55.0,6.0,PG,Chandigarh
4619,CHHATTISGARH,Both,2018.0,Geriatrics,0.0,414.0,7.0,PG,Chhattisgarh
4620,GOA,Both,2018.0,Geriatrics,0.0,585.0,11.0,PG,Goa
4621,GUJARAT,Both,2018.0,Geriatrics,0.0,474.0,12.0,PG,Gujarat
4622,HARYANA,Both,2018.0,Geriatrics,0.0,70.0,13.0,PG,Haryana
4623,HIMACHAL PRADESH,Both,2018.0,Geriatrics,0.0,30.0,14.0,PG,Himachal Pradesh
4624,JAMMU & KASHMIR,Both,2018.0,Geriatrics,0.0,14.0,15.0,PG,Jammu & Kashmir
4625,JHARKHAND,Both,2018.0,Geriatrics,0.0,355.0,16.0,PG,Jharkhand
4626,KARNATAKA,Both,2018.0,Geriatrics,6.0,556.0,17.0,PG,Karnataka
4627,KERALA,Both,2018.0,Geriatrics,1.0,598.0,18.0,PG,Kerala
4628,MADHYA PRADESH,Both,2018.0,Geriatrics,0.0,465.0,20.0,PG,Madhya Pradesh
4629,MAHARASHTRA,Both,2018.0,Geriatrics,5.0,522.0,21.0,PG,Maharashtra
4630,MANIPUR,Both,2018.0,Geriatrics,0.0,275.0,22.0,PG,Manipur
4631,MEGHALAYA,Both,2018.0,Geriatrics,0.0,294.0,23.0,PG,Meghalaya
4632,NCT OF DELHI,Both,2018.0,Geriatrics,15.0,95.0,10.0,PG,NCT of Delhi
4633,ODISHA,Both,2018.0,Geriatrics,0.0,384.0,26.0,PG,Odisha
4634,PUDUCHERRY,Both,2018.0,Geriatrics,0.0,636.0,27.0,PG,Puducherry
4635,PUNJAB,Both,2018.0,Geriatrics,0.0,49.0,28.0,PG,Punjab
4636,RAJASTHAN,Both,2018.0,Geriatrics,0.0,119.0,29.0,PG,Rajasthan
4637,SIKKIM,Both,2018.0,Geriatrics,0.0,244.0,30.0,PG,Sikkim
4638,TAMIL NADU,Both,2018.0,Geriatrics,6.0,616.0,31.0,PG,Tamil Nadu
4639,TELANGANA,Both,2018.0,Geriatrics,0.0,532.0,32.0,PG,Telangana
4640,TRIPURA,Both,2018.0,Geriatrics,0.0,291.0,33.0,PG,Tripura
4641,UTTAR PRADESH,Both,2018.0,Geriatrics,1.0,146.0,34.0,PG,Uttar Pradesh
4642,UTTARAKHAND,Both,2018.0,Geriatrics,0.0,64.0,35.0,PG,Uttarakhand
4643,WEST BENGAL,Both,2018.0,Geriatrics,0.0,339.0,36.0,PG,West Bengal
4644,ANDHRA PRADESH,Private,2001.0,Geriatrics,0.0,553.0,2.0,PG,Andhra Pradesh
4645,TELANGANA,Private,2001.0,Geriatrics,0.0,,,PG,Telangana
4646,ANDHRA PRADESH,Public,2001.0,Geriatrics,0.0,553.0,2.0,PG,Andhra Pradesh
4647,TELANGANA,Public,2001.0,Geriatrics,0.0,,,PG,Telangana
4648,ANDHRA PRADESH,Both,2001.0,Geriatrics,0.0,553.0,2.0,PG,Andhra Pradesh
4649,TELANGANA,Both,2001.0,Geriatrics,0.0,,,PG,Telangana
4650,GUJARAT,Private,2001.0,Immunology,0.0,474.0,12.0,PG,Gujarat
4651,HARYANA,Private,2001.0,Immunology,0.0,70.0,13.0,PG,Haryana
4652,JAMMU & KASHMIR,Private,2001.0,Immunology,0.0,14.0,15.0,PG,Jammu & Kashmir
4653,KARNATAKA,Private,2001.0,Immunology,0.0,556.0,17.0,PG,Karnataka
4654,KERALA,Private,2001.0,Immunology,0.0,598.0,18.0,PG,Kerala
4655,MADHYA PRADESH,Private,2001.0,Immunology,0.0,465.0,20.0,PG,Madhya Pradesh
4656,MAHARASHTRA,Private,2001.0,Immunology,0.0,522.0,21.0,PG,Maharashtra
4657,ODISHA,Private,2001.0,Immunology,0.0,384.0,26.0,PG,Odisha
4658,PUDUCHERRY,Private,2001.0,Immunology,0.0,636.0,27.0,PG,Puducherry
4659,PUNJAB,Private,2001.0,Immunology,0.0,49.0,28.0,PG,Punjab
4660,RAJASTHAN,Private,2001.0,Immunology,0.0,119.0,29.0,PG,Rajasthan
4661,SIKKIM,Private,2001.0,Immunology,0.0,244.0,30.0,PG,Sikkim
4662,TAMIL NADU,Private,2001.0,Immunology,0.0,616.0,31.0,PG,Tamil Nadu
4663,UTTAR PRADESH,Private,2001.0,Immunology,0.0,146.0,34.0,PG,Uttar Pradesh
4664,UTTARAKHAND,Private,2001.0,Immunology,0.0,64.0,35.0,PG,Uttarakhand
4665,WEST BENGAL,Private,2001.0,Immunology,0.0,339.0,36.0,PG,West Bengal
4666,ASSAM,Public,2001.0,Immunology,0.0,324.0,4.0,PG,Assam
4667,BIHAR,Public,2001.0,Immunology,0.0,209.0,5.0,PG,Bihar
4668,CHANDIGARH,Public,2001.0,Immunology,0.0,55.0,6.0,PG,Chandigarh
4669,CHHATTISGARH,Public,2001.0,Immunology,0.0,414.0,7.0,PG,Chhattisgarh
4670,NCT OF DELHI,Public,2001.0,Immunology,0.0,95.0,10.0,PG,NCT of Delhi
4671,GOA,Public,2001.0,Immunology,0.0,585.0,11.0,PG,Goa
4672,GUJARAT,Public,2001.0,Immunology,0.0,474.0,12.0,PG,Gujarat
4673,HARYANA,Public,2001.0,Immunology,0.0,70.0,13.0,PG,Haryana
4674,HIMACHAL PRADESH,Public,2001.0,Immunology,0.0,30.0,14.0,PG,Himachal Pradesh
4675,JAMMU & KASHMIR,Public,2001.0,Immunology,0.0,14.0,15.0,PG,Jammu & Kashmir
4676,JHARKHAND,Public,2001.0,Immunology,0.0,355.0,16.0,PG,Jharkhand
4677,KARNATAKA,Public,2001.0,Immunology,0.0,556.0,17.0,PG,Karnataka
4678,KERALA,Public,2001.0,Immunology,0.0,598.0,18.0,PG,Kerala
4679,MADHYA PRADESH,Public,2001.0,Immunology,0.0,465.0,20.0,PG,Madhya Pradesh
4680,MAHARASHTRA,Public,2001.0,Immunology,0.0,522.0,21.0,PG,Maharashtra
4681,MANIPUR,Public,2001.0,Immunology,0.0,275.0,22.0,PG,Manipur
4682,MEGHALAYA,Public,2001.0,Immunology,0.0,294.0,23.0,PG,Meghalaya
4683,ODISHA,Public,2001.0,Immunology,0.0,384.0,26.0,PG,Odisha
4684,PUDUCHERRY,Public,2001.0,Immunology,0.0,636.0,27.0,PG,Puducherry
