"","X","State","Management","Year","Specialisation","Seats","censuscode","ST_CEN_CD","UG_PG","st_new"
"5366",5366,"CHANDIGARH","Both",2001,"Education",0,55,6,"PG","Chandigarh"
"5367",5367,"CHHATTISGARH","Both",2001,"Education",0,414,7,"PG","Chhattisgarh"
"5368",5368,"GOA","Both",2001,"Education",0,585,11,"PG","Goa"
"5369",5369,"GUJARAT","Both",2001,"Education",0,474,12,"PG","Gujarat"
"5370",5370,"HARYANA","Both",2001,"Education",0,70,13,"PG","Haryana"
"5371",5371,"HIMACHAL PRADESH","Both",2001,"Education",0,30,14,"PG","Himachal Pradesh"
"5372",5372,"JAMMU & KASHMIR","Both",2001,"Education",0,14,15,"PG","Jammu & Kashmir"
"5373",5373,"JHARKHAND","Both",2001,"Education",0,355,16,"PG","Jharkhand"
"5374",5374,"KARNATAKA","Both",2001,"Education",0,556,17,"PG","Karnataka"
"5375",5375,"KERALA","Both",2001,"Education",0,598,18,"PG","Kerala"
"5376",5376,"MADHYA PRADESH","Both",2001,"Education",0,465,20,"PG","Madhya Pradesh"
"5377",5377,"MAHARASHTRA","Both",2001,"Education",0,522,21,"PG","Maharashtra"
"5378",5378,"MANIPUR","Both",2001,"Education",0,275,22,"PG","Manipur"
"5379",5379,"MEGHALAYA","Both",2001,"Education",0,294,23,"PG","Meghalaya"
"5380",5380,"NCT OF DELHI","Both",2001,"Education",0,95,10,"PG","NCT of Delhi"
"5381",5381,"ODISHA","Both",2001,"Education",0,384,26,"PG","Odisha"
"5382",5382,"PUDUCHERRY","Both",2001,"Education",0,636,27,"PG","Puducherry"
"5383",5383,"PUNJAB","Both",2001,"Education",0,49,28,"PG","Punjab"
"5384",5384,"RAJASTHAN","Both",2001,"Education",0,119,29,"PG","Rajasthan"
"5385",5385,"SIKKIM","Both",2001,"Education",0,244,30,"PG","Sikkim"
"5386",5386,"TAMIL NADU","Both",2001,"Education",0,616,31,"PG","Tamil Nadu"
"5387",5387,"UTTAR PRADESH","Both",2001,"Education",0,146,34,"PG","Uttar Pradesh"
"5388",5388,"UTTARAKHAND","Both",2001,"Education",0,64,35,"PG","Uttarakhand"
"5389",5389,"WEST BENGAL","Both",2001,"Education",0,339,36,"PG","West Bengal"
"5390",5390,"ANDAMAN & NICOBAR ISLAND","Both",2018,"Education",0,638,1,"PG","Andaman & Nicobar Island"
"5391",5391,"ANDHRA PRADESH","Both",2018,"Education",0,553,2,"PG","Andhra Pradesh"
"5392",5392,"ASSAM","Both",2018,"Education",0,324,4,"PG","Assam"
"5393",5393,"BIHAR","Both",2018,"Education",0,209,5,"PG","Bihar"
"5394",5394,"CHANDIGARH","Both",2018,"Education",0,55,6,"PG","Chandigarh"
"5395",5395,"CHHATTISGARH","Both",2018,"Education",0,414,7,"PG","Chhattisgarh"
"5396",5396,"GOA","Both",2018,"Education",0,585,11,"PG","Goa"
"5397",5397,"GUJARAT","Both",2018,"Education",0,474,12,"PG","Gujarat"
"5398",5398,"HARYANA","Both",2018,"Education",0,70,13,"PG","Haryana"
"5399",5399,"HIMACHAL PRADESH","Both",2018,"Education",0,30,14,"PG","Himachal Pradesh"
"5400",5400,"JAMMU & KASHMIR","Both",2018,"Education",0,14,15,"PG","Jammu & Kashmir"
"5401",5401,"JHARKHAND","Both",2018,"Education",0,355,16,"PG","Jharkhand"
"5402",5402,"KARNATAKA","Both",2018,"Education",4,556,17,"PG","Karnataka"
"5403",5403,"KERALA","Both",2018,"Education",0,598,18,"PG","Kerala"
"5404",5404,"MADHYA PRADESH","Both",2018,"Education",0,465,20,"PG","Madhya Pradesh"
"5405",5405,"MAHARASHTRA","Both",2018,"Education",0,522,21,"PG","Maharashtra"
"5406",5406,"MANIPUR","Both",2018,"Education",0,275,22,"PG","Manipur"
"5407",5407,"MEGHALAYA","Both",2018,"Education",0,294,23,"PG","Meghalaya"
"5408",5408,"NCT OF DELHI","Both",2018,"Education",20,95,10,"PG","NCT of Delhi"
"5409",5409,"ODISHA","Both",2018,"Education",0,384,26,"PG","Odisha"
"5410",5410,"PUDUCHERRY","Both",2018,"Education",0,636,27,"PG","Puducherry"
"5411",5411,"PUNJAB","Both",2018,"Education",0,49,28,"PG","Punjab"
"5412",5412,"RAJASTHAN","Both",2018,"Education",0,119,29,"PG","Rajasthan"
"5413",5413,"SIKKIM","Both",2018,"Education",0,244,30,"PG","Sikkim"
"5414",5414,"TAMIL NADU","Both",2018,"Education",0,616,31,"PG","Tamil Nadu"
"5415",5415,"TELANGANA","Both",2018,"Education",0,532,32,"PG","Telangana"
"5416",5416,"TRIPURA","Both",2018,"Education",0,291,33,"PG","Tripura"
"5417",5417,"UTTAR PRADESH","Both",2018,"Education",0,146,34,"PG","Uttar Pradesh"
"5418",5418,"UTTARAKHAND","Both",2018,"Education",0,64,35,"PG","Uttarakhand"
"5419",5419,"WEST BENGAL","Both",2018,"Education",0,339,36,"PG","West Bengal"
"5420",5420,"ANDHRA PRADESH","Private",2001,"Education",0,553,2,"PG","Andhra Pradesh"
"5421",5421,"TELANGANA","Private",2001,"Education",0,NA,NA,"PG","Telangana"
"5422",5422,"ANDHRA PRADESH","Public",2001,"Education",0,553,2,"PG","Andhra Pradesh"
"5423",5423,"TELANGANA","Public",2001,"Education",0,NA,NA,"PG","Telangana"
"5424",5424,"ANDHRA PRADESH","Both",2001,"Education",0,553,2,"PG","Andhra Pradesh"
"5425",5425,"TELANGANA","Both",2001,"Education",0,NA,NA,"PG","Telangana"
"5426",5426,"GUJARAT","Private",2001,"Genetics",0,474,12,"PG","Gujarat"
"5427",5427,"HARYANA","Private",2001,"Genetics",0,70,13,"PG","Haryana"
"5428",5428,"JAMMU & KASHMIR","Private",2001,"Genetics",0,14,15,"PG","Jammu & Kashmir"
"5429",5429,"KARNATAKA","Private",2001,"Genetics",0,556,17,"PG","Karnataka"
"5430",5430,"KERALA","Private",2001,"Genetics",0,598,18,"PG","Kerala"
"5431",5431,"MADHYA PRADESH","Private",2001,"Genetics",0,465,20,"PG","Madhya Pradesh"
"5432",5432,"MAHARASHTRA","Private",2001,"Genetics",0,522,21,"PG","Maharashtra"
"5433",5433,"ODISHA","Private",2001,"Genetics",0,384,26,"PG","Odisha"
"5434",5434,"PUDUCHERRY","Private",2001,"Genetics",0,636,27,"PG","Puducherry"
"5435",5435,"PUNJAB","Private",2001,"Genetics",0,49,28,"PG","Punjab"
"5436",5436,"RAJASTHAN","Private",2001,"Genetics",0,119,29,"PG","Rajasthan"
"5437",5437,"SIKKIM","Private",2001,"Genetics",0,244,30,"PG","Sikkim"
"5438",5438,"TAMIL NADU","Private",2001,"Genetics",0,616,31,"PG","Tamil Nadu"
"5439",5439,"UTTAR PRADESH","Private",2001,"Genetics",0,146,34,"PG","Uttar Pradesh"
"5440",5440,"UTTARAKHAND","Private",2001,"Genetics",0,64,35,"PG","Uttarakhand"
"5441",5441,"WEST BENGAL","Private",2001,"Genetics",0,339,36,"PG","West Bengal"
"5442",5442,"ASSAM","Public",2001,"Genetics",0,324,4,"PG","Assam"
"5443",5443,"BIHAR","Public",2001,"Genetics",0,209,5,"PG","Bihar"
"5444",5444,"CHANDIGARH","Public",2001,"Genetics",0,55,6,"PG","Chandigarh"
"5445",5445,"CHHATTISGARH","Public",2001,"Genetics",0,414,7,"PG","Chhattisgarh"
"5446",5446,"NCT OF DELHI","Public",2001,"Genetics",0,95,10,"PG","NCT of Delhi"
"5447",5447,"GOA","Public",2001,"Genetics",0,585,11,"PG","Goa"
"5448",5448,"GUJARAT","Public",2001,"Genetics",0,474,12,"PG","Gujarat"
"5449",5449,"HARYANA","Public",2001,"Genetics",0,70,13,"PG","Haryana"
"5450",5450,"HIMACHAL PRADESH","Public",2001,"Genetics",0,30,14,"PG","Himachal Pradesh"
"5451",5451,"JAMMU & KASHMIR","Public",2001,"Genetics",0,14,15,"PG","Jammu & Kashmir"
"5452",5452,"JHARKHAND","Public",2001,"Genetics",0,355,16,"PG","Jharkhand"
"5453",5453,"KARNATAKA","Public",2001,"Genetics",0,556,17,"PG","Karnataka"
"5454",5454,"KERALA","Public",2001,"Genetics",0,598,18,"PG","Kerala"
"5455",5455,"MADHYA PRADESH","Public",2001,"Genetics",0,465,20,"PG","Madhya Pradesh"
"5456",5456,"MAHARASHTRA","Public",2001,"Genetics",0,522,21,"PG","Maharashtra"
"5457",5457,"MANIPUR","Public",2001,"Genetics",0,275,22,"PG","Manipur"
"5458",5458,"MEGHALAYA","Public",2001,"Genetics",0,294,23,"PG","Meghalaya"
"5459",5459,"ODISHA","Public",2001,"Genetics",0,384,26,"PG","Odisha"
"5460",5460,"PUDUCHERRY","Public",2001,"Genetics",0,636,27,"PG","Puducherry"
"5461",5461,"PUNJAB","Public",2001,"Genetics",0,49,28,"PG","Punjab"
"5462",5462,"RAJASTHAN","Public",2001,"Genetics",0,119,29,"PG","Rajasthan"
"5463",5463,"TAMIL NADU","Public",2001,"Genetics",0,616,31,"PG","Tamil Nadu"
"5464",5464,"UTTAR PRADESH","Public",2001,"Genetics",0,146,34,"PG","Uttar Pradesh"
"5465",5465,"UTTARAKHAND","Public",2001,"Genetics",0,64,35,"PG","Uttarakhand"
"5466",5466,"WEST BENGAL","Public",2001,"Genetics",0,339,36,"PG","West Bengal"
"5467",5467,"ANDHRA PRADESH","Private",2018,"Genetics",0,553,2,"PG","Andhra Pradesh"
"5468",5468,"BIHAR","Private",2018,"Genetics",0,209,5,"PG","Bihar"
"5469",5469,"CHHATTISGARH","Private",2018,"Genetics",0,414,7,"PG","Chhattisgarh"
"5470",5470,"NCT OF DELHI","Private",2018,"Genetics",0,95,10,"PG","NCT of Delhi"
"5471",5471,"GUJARAT","Private",2018,"Genetics",0,474,12,"PG","Gujarat"
"5472",5472,"HARYANA","Private",2018,"Genetics",0,70,13,"PG","Haryana"
"5473",5473,"HIMACHAL PRADESH","Private",2018,"Genetics",0,30,14,"PG","Himachal Pradesh"
"5474",5474,"JAMMU & KASHMIR","Private",2018,"Genetics",0,14,15,"PG","Jammu & Kashmir"
"5475",5475,"KARNATAKA","Private",2018,"Genetics",0,556,17,"PG","Karnataka"
"5476",5476,"KERALA","Private",2018,"Genetics",0,598,18,"PG","Kerala"
"5477",5477,"MADHYA PRADESH","Private",2018,"Genetics",0,465,20,"PG","Madhya Pradesh"
"5478",5478,"MAHARASHTRA","Private",2018,"Genetics",0,522,21,"PG","Maharashtra"
"5479",5479,"ODISHA","Private",2018,"Genetics",0,384,26,"PG","Odisha"
"5480",5480,"PUDUCHERRY","Private",2018,"Genetics",0,636,27,"PG","Puducherry"
"5481",5481,"PUNJAB","Private",2018,"Genetics",0,49,28,"PG","Punjab"
"5482",5482,"RAJASTHAN","Private",2018,"Genetics",0,119,29,"PG","Rajasthan"
"5483",5483,"SIKKIM","Private",2018,"Genetics",0,244,30,"PG","Sikkim"
"5484",5484,"TAMIL NADU","Private",2018,"Genetics",0,616,31,"PG","Tamil Nadu"
"5485",5485,"TELANGANA","Private",2018,"Genetics",0,532,32,"PG","Telangana"
"5486",5486,"TRIPURA","Private",2018,"Genetics",0,291,33,"PG","Tripura"
"5487",5487,"UTTAR PRADESH","Private",2018,"Genetics",0,146,34,"PG","Uttar Pradesh"
"5488",5488,"UTTARAKHAND","Private",2018,"Genetics",0,64,35,"PG","Uttarakhand"
"5489",5489,"WEST BENGAL","Private",2018,"Genetics",0,339,36,"PG","West Bengal"
"5490",5490,"ANDAMAN & NICOBAR ISLAND","Public",2018,"Genetics",0,638,1,"PG","Andaman & Nicobar Island"
"5491",5491,"ANDHRA PRADESH","Public",2018,"Genetics",0,553,2,"PG","Andhra Pradesh"
"5492",5492,"ASSAM","Public",2018,"Genetics",0,324,4,"PG","Assam"
"5493",5493,"BIHAR","Public",2018,"Genetics",0,209,5,"PG","Bihar"
"5494",5494,"CHANDIGARH","Public",2018,"Genetics",0,55,6,"PG","Chandigarh"
"5495",5495,"CHHATTISGARH","Public",2018,"Genetics",0,414,7,"PG","Chhattisgarh"
"5496",5496,"NCT OF DELHI","Public",2018,"Genetics",0,95,10,"PG","NCT of Delhi"
"5497",5497,"GOA","Public",2018,"Genetics",0,585,11,"PG","Goa"
"5498",5498,"GUJARAT","Public",2018,"Genetics",0,474,12,"PG","Gujarat"
"5499",5499,"HARYANA","Public",2018,"Genetics",0,70,13,"PG","Haryana"
"5500",5500,"HIMACHAL PRADESH","Public",2018,"Genetics",0,30,14,"PG","Himachal Pradesh"
"5501",5501,"JAMMU & KASHMIR","Public",2018,"Genetics",0,14,15,"PG","Jammu & Kashmir"
"5502",5502,"JHARKHAND","Public",2018,"Genetics",0,355,16,"PG","Jharkhand"
"5503",5503,"KARNATAKA","Public",2018,"Genetics",0,556,17,"PG","Karnataka"
"5504",5504,"KERALA","Public",2018,"Genetics",0,598,18,"PG","Kerala"
"5505",5505,"MADHYA PRADESH","Public",2018,"Genetics",0,465,20,"PG","Madhya Pradesh"
"5506",5506,"MAHARASHTRA","Public",2018,"Genetics",0,522,21,"PG","Maharashtra"
"5507",5507,"MANIPUR","Public",2018,"Genetics",0,275,22,"PG","Manipur"
"5508",5508,"MEGHALAYA","Public",2018,"Genetics",0,294,23,"PG","Meghalaya"
"5509",5509,"ODISHA","Public",2018,"Genetics",0,384,26,"PG","Odisha"
"5510",5510,"PUDUCHERRY","Public",2018,"Genetics",0,636,27,"PG","Puducherry"
"5511",5511,"PUNJAB","Public",2018,"Genetics",0,49,28,"PG","Punjab"
"5512",5512,"RAJASTHAN","Public",2018,"Genetics",0,119,29,"PG","Rajasthan"
"5513",5513,"TAMIL NADU","Public",2018,"Genetics",0,616,31,"PG","Tamil Nadu"
"5514",5514,"TELANGANA","Public",2018,"Genetics",0,532,32,"PG","Telangana"
"5515",5515,"TRIPURA","Public",2018,"Genetics",0,291,33,"PG","Tripura"
"5516",5516,"UTTAR PRADESH","Public",2018,"Genetics",2,146,34,"PG","Uttar Pradesh"
"5517",5517,"UTTARAKHAND","Public",2018,"Genetics",0,64,35,"PG","Uttarakhand"
"5518",5518,"WEST BENGAL","Public",2018,"Genetics",0,339,36,"PG","West Bengal"
"5519",5519,"ASSAM","Both",2001,"Genetics",0,324,4,"PG","Assam"
"5520",5520,"BIHAR","Both",2001,"Genetics",0,209,5,"PG","Bihar"
"5521",5521,"CHANDIGARH","Both",2001,"Genetics",0,55,6,"PG","Chandigarh"
"5522",5522,"CHHATTISGARH","Both",2001,"Genetics",0,414,7,"PG","Chhattisgarh"
"5523",5523,"GOA","Both",2001,"Genetics",0,585,11,"PG","Goa"
"5524",5524,"GUJARAT","Both",2001,"Genetics",0,474,12,"PG","Gujarat"
"5525",5525,"HARYANA","Both",2001,"Genetics",0,70,13,"PG","Haryana"
"5526",5526,"HIMACHAL PRADESH","Both",2001,"Genetics",0,30,14,"PG","Himachal Pradesh"
"5527",5527,"JAMMU & KASHMIR","Both",2001,"Genetics",0,14,15,"PG","Jammu & Kashmir"
"5528",5528,"JHARKHAND","Both",2001,"Genetics",0,355,16,"PG","Jharkhand"
"5529",5529,"KARNATAKA","Both",2001,"Genetics",0,556,17,"PG","Karnataka"
"5530",5530,"KERALA","Both",2001,"Genetics",0,598,18,"PG","Kerala"
"5531",5531,"MADHYA PRADESH","Both",2001,"Genetics",0,465,20,"PG","Madhya Pradesh"
"5532",5532,"MAHARASHTRA","Both",2001,"Genetics",0,522,21,"PG","Maharashtra"
"5533",5533,"MANIPUR","Both",2001,"Genetics",0,275,22,"PG","Manipur"
"5534",5534,"MEGHALAYA","Both",2001,"Genetics",0,294,23,"PG","Meghalaya"
"5535",5535,"NCT OF DELHI","Both",2001,"Genetics",0,95,10,"PG","NCT of Delhi"
"5536",5536,"ODISHA","Both",2001,"Genetics",0,384,26,"PG","Odisha"
"5537",5537,"PUDUCHERRY","Both",2001,"Genetics",0,636,27,"PG","Puducherry"
"5538",5538,"PUNJAB","Both",2001,"Genetics",0,49,28,"PG","Punjab"
"5539",5539,"RAJASTHAN","Both",2001,"Genetics",0,119,29,"PG","Rajasthan"
"5540",5540,"SIKKIM","Both",2001,"Genetics",0,244,30,"PG","Sikkim"
"5541",5541,"TAMIL NADU","Both",2001,"Genetics",0,616,31,"PG","Tamil Nadu"
"5542",5542,"UTTAR PRADESH","Both",2001,"Genetics",0,146,34,"PG","Uttar Pradesh"
"5543",5543,"UTTARAKHAND","Both",2001,"Genetics",0,64,35,"PG","Uttarakhand"
"5544",5544,"WEST BENGAL","Both",2001,"Genetics",0,339,36,"PG","West Bengal"
"5545",5545,"ANDAMAN & NICOBAR ISLAND","Both",2018,"Genetics",0,638,1,"PG","Andaman & Nicobar Island"
"5546",5546,"ANDHRA PRADESH","Both",2018,"Genetics",0,553,2,"PG","Andhra Pradesh"
"5547",5547,"ASSAM","Both",2018,"Genetics",0,324,4,"PG","Assam"
"5548",5548,"BIHAR","Both",2018,"Genetics",0,209,5,"PG","Bihar"
"5549",5549,"CHANDIGARH","Both",2018,"Genetics",0,55,6,"PG","Chandigarh"
"5550",5550,"CHHATTISGARH","Both",2018,"Genetics",0,414,7,"PG","Chhattisgarh"
"5551",5551,"GOA","Both",2018,"Genetics",0,585,11,"PG","Goa"
"5552",5552,"GUJARAT","Both",2018,"Genetics",0,474,12,"PG","Gujarat"
"5553",5553,"HARYANA","Both",2018,"Genetics",0,70,13,"PG","Haryana"
"5554",5554,"HIMACHAL PRADESH","Both",2018,"Genetics",0,30,14,"PG","Himachal Pradesh"
"5555",5555,"JAMMU & KASHMIR","Both",2018,"Genetics",0,14,15,"PG","Jammu & Kashmir"
"5556",5556,"JHARKHAND","Both",2018,"Genetics",0,355,16,"PG","Jharkhand"
"5557",5557,"KARNATAKA","Both",2018,"Genetics",0,556,17,"PG","Karnataka"
"5558",5558,"KERALA","Both",2018,"Genetics",0,598,18,"PG","Kerala"
"5559",5559,"MADHYA PRADESH","Both",2018,"Genetics",0,465,20,"PG","Madhya Pradesh"
"5560",5560,"MAHARASHTRA","Both",2018,"Genetics",0,522,21,"PG","Maharashtra"
"5561",5561,"MANIPUR","Both",2018,"Genetics",0,275,22,"PG","Manipur"
"5562",5562,"MEGHALAYA","Both",2018,"Genetics",0,294,23,"PG","Meghalaya"
"5563",5563,"NCT OF DELHI","Both",2018,"Genetics",0,95,10,"PG","NCT of Delhi"
"5564",5564,"ODISHA","Both",2018,"Genetics",0,384,26,"PG","Odisha"
"5565",5565,"PUDUCHERRY","Both",2018,"Genetics",0,636,27,"PG","Puducherry"
"5566",5566,"PUNJAB","Both",2018,"Genetics",0,49,28,"PG","Punjab"
"5567",5567,"RAJASTHAN","Both",2018,"Genetics",0,119,29,"PG","Rajasthan"
"5568",5568,"SIKKIM","Both",2018,"Genetics",0,244,30,"PG","Sikkim"
"5569",5569,"TAMIL NADU","Both",2018,"Genetics",0,616,31,"PG","Tamil Nadu"
"5570",5570,"TELANGANA","Both",2018,"Genetics",0,532,32,"PG","Telangana"
"5571",5571,"TRIPURA","Both",2018,"Genetics",0,291,33,"PG","Tripura"
"5572",5572,"UTTAR PRADESH","Both",2018,"Genetics",2,146,34,"PG","Uttar Pradesh"
"5573",5573,"UTTARAKHAND","Both",2018,"Genetics",0,64,35,"PG","Uttarakhand"
"5574",5574,"WEST BENGAL","Both",2018,"Genetics",0,339,36,"PG","West Bengal"
"5575",5575,"ANDHRA PRADESH","Private",2001,"Genetics",0,553,2,"PG","Andhra Pradesh"
"5576",5576,"TELANGANA","Private",2001,"Genetics",0,NA,NA,"PG","Telangana"
"5577",5577,"ANDHRA PRADESH","Public",2001,"Genetics",0,553,2,"PG","Andhra Pradesh"
"5578",5578,"TELANGANA","Public",2001,"Genetics",0,NA,NA,"PG","Telangana"
"5579",5579,"ANDHRA PRADESH","Both",2001,"Genetics",0,553,2,"PG","Andhra Pradesh"
"5580",5580,"TELANGANA","Both",2001,"Genetics",0,NA,NA,"PG","Telangana"
"5581",5581,"GUJARAT","Private",2001,"Hepatology",0,474,12,"PG","Gujarat"
"5582",5582,"HARYANA","Private",2001,"Hepatology",0,70,13,"PG","Haryana"
"5583",5583,"JAMMU & KASHMIR","Private",2001,"Hepatology",0,14,15,"PG","Jammu & Kashmir"
"5584",5584,"KARNATAKA","Private",2001,"Hepatology",0,556,17,"PG","Karnataka"
"5585",5585,"KERALA","Private",2001,"Hepatology",0,598,18,"PG","Kerala"
"5586",5586,"MADHYA PRADESH","Private",2001,"Hepatology",0,465,20,"PG","Madhya Pradesh"
"5587",5587,"MAHARASHTRA","Private",2001,"Hepatology",0,522,21,"PG","Maharashtra"
"5588",5588,"ODISHA","Private",2001,"Hepatology",0,384,26,"PG","Odisha"
"5589",5589,"PUDUCHERRY","Private",2001,"Hepatology",0,636,27,"PG","Puducherry"
"5590",5590,"PUNJAB","Private",2001,"Hepatology",0,49,28,"PG","Punjab"
"5591",5591,"RAJASTHAN","Private",2001,"Hepatology",0,119,29,"PG","Rajasthan"
"5592",5592,"SIKKIM","Private",2001,"Hepatology",0,244,30,"PG","Sikkim"
"5593",5593,"TAMIL NADU","Private",2001,"Hepatology",0,616,31,"PG","Tamil Nadu"
"5594",5594,"UTTAR PRADESH","Private",2001,"Hepatology",0,146,34,"PG","Uttar Pradesh"
"5595",5595,"UTTARAKHAND","Private",2001,"Hepatology",0,64,35,"PG","Uttarakhand"
"5596",5596,"WEST BENGAL","Private",2001,"Hepatology",0,339,36,"PG","West Bengal"
"5597",5597,"ASSAM","Public",2001,"Hepatology",0,324,4,"PG","Assam"
"5598",5598,"BIHAR","Public",2001,"Hepatology",0,209,5,"PG","Bihar"
"5599",5599,"CHANDIGARH","Public",2001,"Hepatology",0,55,6,"PG","Chandigarh"
"5600",5600,"CHHATTISGARH","Public",2001,"Hepatology",0,414,7,"PG","Chhattisgarh"
"5601",5601,"NCT OF DELHI","Public",2001,"Hepatology",0,95,10,"PG","NCT of Delhi"
"5602",5602,"GOA","Public",2001,"Hepatology",0,585,11,"PG","Goa"
"5603",5603,"GUJARAT","Public",2001,"Hepatology",0,474,12,"PG","Gujarat"
"5604",5604,"HARYANA","Public",2001,"Hepatology",0,70,13,"PG","Haryana"
"5605",5605,"HIMACHAL PRADESH","Public",2001,"Hepatology",0,30,14,"PG","Himachal Pradesh"
"5606",5606,"JAMMU & KASHMIR","Public",2001,"Hepatology",0,14,15,"PG","Jammu & Kashmir"
"5607",5607,"JHARKHAND","Public",2001,"Hepatology",0,355,16,"PG","Jharkhand"
"5608",5608,"KARNATAKA","Public",2001,"Hepatology",0,556,17,"PG","Karnataka"
"5609",5609,"KERALA","Public",2001,"Hepatology",0,598,18,"PG","Kerala"
"5610",5610,"MADHYA PRADESH","Public",2001,"Hepatology",0,465,20,"PG","Madhya Pradesh"
"5611",5611,"MAHARASHTRA","Public",2001,"Hepatology",0,522,21,"PG","Maharashtra"
"5612",5612,"MANIPUR","Public",2001,"Hepatology",0,275,22,"PG","Manipur"
"5613",5613,"MEGHALAYA","Public",2001,"Hepatology",0,294,23,"PG","Meghalaya"
"5614",5614,"ODISHA","Public",2001,"Hepatology",0,384,26,"PG","Odisha"
"5615",5615,"PUDUCHERRY","Public",2001,"Hepatology",0,636,27,"PG","Puducherry"
"5616",5616,"PUNJAB","Public",2001,"Hepatology",0,49,28,"PG","Punjab"
"5617",5617,"RAJASTHAN","Public",2001,"Hepatology",0,119,29,"PG","Rajasthan"
"5618",5618,"TAMIL NADU","Public",2001,"Hepatology",0,616,31,"PG","Tamil Nadu"
"5619",5619,"UTTAR PRADESH","Public",2001,"Hepatology",0,146,34,"PG","Uttar Pradesh"
"5620",5620,"UTTARAKHAND","Public",2001,"Hepatology",0,64,35,"PG","Uttarakhand"
"5621",5621,"WEST BENGAL","Public",2001,"Hepatology",0,339,36,"PG","West Bengal"
"5622",5622,"ANDHRA PRADESH","Private",2018,"Hepatology",0,553,2,"PG","Andhra Pradesh"
"5623",5623,"BIHAR","Private",2018,"Hepatology",0,209,5,"PG","Bihar"
"5624",5624,"CHHATTISGARH","Private",2018,"Hepatology",0,414,7,"PG","Chhattisgarh"
"5625",5625,"NCT OF DELHI","Private",2018,"Hepatology",0,95,10,"PG","NCT of Delhi"
"5626",5626,"GUJARAT","Private",2018,"Hepatology",0,474,12,"PG","Gujarat"
"5627",5627,"HARYANA","Private",2018,"Hepatology",0,70,13,"PG","Haryana"
"5628",5628,"HIMACHAL PRADESH","Private",2018,"Hepatology",0,30,14,"PG","Himachal Pradesh"
"5629",5629,"JAMMU & KASHMIR","Private",2018,"Hepatology",0,14,15,"PG","Jammu & Kashmir"
"5630",5630,"KARNATAKA","Private",2018,"Hepatology",0,556,17,"PG","Karnataka"
"5631",5631,"KERALA","Private",2018,"Hepatology",0,598,18,"PG","Kerala"
"5632",5632,"MADHYA PRADESH","Private",2018,"Hepatology",0,465,20,"PG","Madhya Pradesh"
"5633",5633,"MAHARASHTRA","Private",2018,"Hepatology",0,522,21,"PG","Maharashtra"
"5634",5634,"ODISHA","Private",2018,"Hepatology",0,384,26,"PG","Odisha"
"5635",5635,"PUDUCHERRY","Private",2018,"Hepatology",0,636,27,"PG","Puducherry"
"5636",5636,"PUNJAB","Private",2018,"Hepatology",0,49,28,"PG","Punjab"
"5637",5637,"RAJASTHAN","Private",2018,"Hepatology",0,119,29,"PG","Rajasthan"
"5638",5638,"SIKKIM","Private",2018,"Hepatology",0,244,30,"PG","Sikkim"
"5639",5639,"TAMIL NADU","Private",2018,"Hepatology",4,616,31,"PG","Tamil Nadu"
"5640",5640,"TELANGANA","Private",2018,"Hepatology",0,532,32,"PG","Telangana"
"5641",5641,"TRIPURA","Private",2018,"Hepatology",0,291,33,"PG","Tripura"
"5642",5642,"UTTAR PRADESH","Private",2018,"Hepatology",0,146,34,"PG","Uttar Pradesh"
"5643",5643,"UTTARAKHAND","Private",2018,"Hepatology",0,64,35,"PG","Uttarakhand"
"5644",5644,"WEST BENGAL","Private",2018,"Hepatology",0,339,36,"PG","West Bengal"
"5645",5645,"ANDAMAN & NICOBAR ISLAND","Public",2018,"Hepatology",0,638,1,"PG","Andaman & Nicobar Island"
"5646",5646,"ANDHRA PRADESH","Public",2018,"Hepatology",0,553,2,"PG","Andhra Pradesh"
"5647",5647,"ASSAM","Public",2018,"Hepatology",0,324,4,"PG","Assam"
"5648",5648,"BIHAR","Public",2018,"Hepatology",0,209,5,"PG","Bihar"
